Account,User Name,Followers at Posting,Post Created,Post Created Date,Post Created Time,Type,Total Interactions,Likes,Comments,Views,Like and View Counts Disabled,URL,Link,Photo,Title,Description,Image Text,Sponsor Id,Sponsor Name,Overperforming Score (weighted  —  Likes 1x Comments 1x ),Description_Translated,Description_Sentiment,Image_Text_Translated,Image_Text_Sentiment
Gilson da Autoescola,gilsondaautoescola,,2022-12-01 21:59:43 EST,2022-12-01,21:59:43,Album,95,88,7,0,False,https://www.instagram.com/p/ClplDpxtawD/,https://www.instagram.com/p/ClplDpxtawD/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/317613294_1520524631746985_2693069699610066808_n.webp?stp=dst-jpg&_nc_cat=108&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=P7z_bmCk0dUAX84Vzp2&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfCdoAcS3oVM2Da9d0Od0AMIRgFk2it3D976EEwk6Haf7g&oe=6494B9CC,,"VISITA À DIVINÓPOLIS 

Um gestor sem nenhuma vaidade, capaz de passar despercebido em qualquer lugar que chega, tamanha é sua simplicidade. 

Gleidson Azevedo
tem inúmeras prioridades nascidas de sonho, mas recheadas de ousadias e realidades; identificada pela própria sociedade, através de vários segmentos.

O êxito do governo revela a capacidade de planejamento e trabalho e do compromisso com a população.

O sucesso do mandato é medido pelo grau de satisfação das pessoas em cada gesto, em cada olhar, seja da criança ao idoso, que a cidade está sendo bem cuidada.

Parabéns Prefeito pelo belo trabalho em Divinópolis.

.

.

.

#compromisso #trabalho #cidades #planejamento #Divinopolis #mg #sucesso #humildade #competência",,,,1.7,"Visit to Divinópolis

A manager with no vanity, able to go unnoticed anywhere that arrives, is such a simplicity.

Gleidson Azevedo
It has numerous priorities born of dreams, but stuffed with boldness and realities;identified by society itself, through various segments.

The success of the government reveals the capacity for planning and work and the commitment to the population.

The success of the mandate is measured by the degree of satisfaction of people in each gesture, in each look, from the child to the elderly, that the city is being well cared for.

Congratulations Mayor for the beautiful work in Divinópolis.

.

.

.

#compromissão #track #Cidades #Planning #divinopolis #mg #sucesso #Humility #Competence",0.9917,Nan,0.0
Sergio Brucutu,sergio_brucutu,,2022-12-01 20:06:27 EST,2022-12-01,20:06:27,Photo,45,42,3,0,False,https://www.instagram.com/p/ClpYGCwqQM_/,https://www.instagram.com/p/ClpYGCwqQM_/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/318024048_384848630500980_2296375444733332468_n.jpg?_nc_cat=107&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=1RdNd07liDgAX8vVyJm&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfDVRAK54FFmZ94pQyj3XM68FMh3vgSFIhfq-4YoM59MoQ&oe=64969214,,"Tiro doce da boca de criança.

Parabéns meu filho. Passou em primeiro. Puxou papai.

Agora é férias…

#RUMBORA",,,,-1.56,"Sweet shooting from the child's mouth.

Congratulations my son.It passed first.Pulled daddy.

Now it's vacation ...

#Rumbora",0.7845,Nan,0.0
Sergio Brucutu,sergio_brucutu,,2022-12-01 19:59:15 EST,2022-12-01,19:59:15,Photo,45,42,3,0,False,https://www.instagram.com/p/ClpXRRDKhBD/,https://www.instagram.com/p/ClpXRRDKhBD/,https://scontent-fco2-1.cdninstagram.com/v/t51.29350-15/317644743_157531030321493_5324700717406962598_n.jpg?_nc_cat=103&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=RbxrCYQ3GaMAX_nY0jo&_nc_ht=scontent-fco2-1.cdninstagram.com&oh=00_AfCXAtcIzAkW1mjT02fTSD9e7-G5D0mxIFQQNBbn7TWceQ&oe=647FDE1E,,"Por mais que nos digam que não é adequado julgar… o julgamento é uma condição inerente ao aparelho cognitivo. Ou seja, você vai julgar. É natural e ninguém está livre disso. O que você faz com julgamento que teve é que é ponto

O julgador julga os outros por si. Nesta arte acabamos naturalmente julgando que o exemplo da abelha 🐝, inseto coletivo, que trabalha sugando o néctar das flores para o transformar em um super alimento é um trabalho mais nobre que o da mosca. Inseto solitário, que tira do lixo sua sobrevivência. 

Percebe como é fácil julgar? 

Acontece que cada um tem sua verdade. A verdade de um não é nem superior, nem inferior a do outro. Nem melhor, nem pior. Apenas é a verdade do outro.

Respeite e cuidado com teu julgamento. Ele sempre acontece! E ele diz mais de ti do que de mim.
.
.
Contato por Direct
.
.
Dr. Sérgio Lima
Psicólogo 
CRP 01/8125
.
.
#julgamentos #verdadedecadaum #verdadesua 
#simplesmente #autoconhecimento #expansãodaconsciência #atendimentopsicologico #atendonline #drsergio_psicologo",,,,-1.56,"As much as it tells us that it is not appropriate to judge… Judgment is an inherent condition to the cognitive apparatus.That is, you will judge.It's natural and no one is free from it.What you do with judgment you had is that it is point

The judge judges the others for himself.In this art we naturally judge that the example of the bee 🐝, collective insect, which works sucking the nectar of flowers to turn it into a super food is a more noble work than the fly.Lone insect, which takes off its survival.

Do you realize how easy it is to judge?

It turns out that each one has their truth.The truth of one is neither superior nor the other's.No better, no worse.It is only the truth of the other.

Respect and beware of your judgment.It always happens!And he says more of you than me.
.
.
Direct Contact
.
.
Dr.Sérgio Lima
Psychologist
CRP 01/8125
.
.
#Julgaments #VerdadeDecaum #Verdadesua
#Simply #AutoConing #Expansion of the Condience #AstensionSpyscologic #atendonline #drsergio_Psicologo",0.9352,Nan,0.0
Leandro Alves,leandro__consultor_de_imoveis,,2022-12-01 18:14:12 EST,2022-12-01,18:14:12,Photo,3,3,0,0,False,https://www.instagram.com/p/ClpLP3Iusyh/,https://www.instagram.com/p/ClpLP3Iusyh/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/317861022_829826171500893_8281347621980267764_n.webp?stp=dst-jpg&_nc_cat=108&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=YQY5YwdXBgsAX860ePJ&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfBMqlemVIAU7sfVyRmfwJIAJyBP9VTReFRif8lzbjpkiA&oe=648D84DA,,,,,,-65.33,Nan,0.0,,0.0
SARGENTO RODRIGUES,sargentorodriguesoficial,22548.0,2022-12-01 14:41:49 EST,2022-12-01,14:41:49,Album,264,252,12,0,False,https://www.instagram.com/p/Cloy8R8v_OU/,https://www.instagram.com/p/Cloy8R8v_OU/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/317746156_818187389482394_4403377437437821802_n.webp?stp=dst-jpg&_nc_cat=104&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=PmxpGzaw12AAX9USCZv&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfCIPzjvA8yx-wXNlug0UTTEtCk8P2oMgsWXWeUx1USTdg&oe=63C220B7,,"Em visita ao Centro Odontológico da Polícia Militar, o deputado Sargento Rodrigues conheceu o projeto de atendimento domiciliar para pacientes com necessidades especiais, para o qual recebeu pedido de apoio. Encantado com o trabalho realizado, comprometeu-se a destinar emenda parlamentar para modernização de equipamentos e melhorias no atendimento. A verba vai permitir a compra de um novo veículo automotor adaptado com consultório odontológico móvel, climatizado, para atendimento em seu ambiente interno, equipamentos odontológicos portáteis para atendimento beira-leito e aquisição de equipamento para laserterapia de baixa intensidade e fotóforo odontológico/cirúrgico de LED.

Atualmente, eles contam com apenas um veículo para atender aos militares da ativa, veteranos e seus dependentes que não tenham condições de se deslocarem ao consultório, seja para tratamento preventivo, curativo ou paliativo. O dentista se desloca até o domicílio, residência terapêutica ou mesmo leito hospitalar. “Fico muito honrado de poder contribuir para melhorar ainda mais esse projeto, que até então eu não conhecia. Esse é o meu principal objetivo ao destinar as emendas: melhorar as condições de trabalho, segurança e conforto dos servidores, tanto da ativa quanto veteranos”, declarou o deputado. 

A emenda já está garantida e será executada no próximo ano.

@codontpmmg",,,,-2.54,"Visiting the Dental Center of the Military Police, Deputy Sargento Rodrigues met the home care project for patients with special needs, for which he received support for support.Delighted with the work done, it was committed to allocating parliamentary amendment for equipment modernization and improvements in service.The money will allow the purchase of a new motor vehicle adapted with mobile, air-conditioned dental office, for service in its internal environment, portable dental equipment for lorate waterfront service and purchase of low-intensity lasertherapy equipment and dental/led photóphorus/photóphorus.

Currently, they have only one vehicle to serve active military, veterans and their dependents who are unable to move to the office, whether for preventive, healing or palliative treatment.The dentist moves to the home, therapeutic residence or even hospital bed.“I am very honored to contribute to further improving this project, which I did not know until then.This is my main objective when allocating the amendments: to improve the working conditions, safety and comfort of the servers, both active and veterans, ”said the deputy.

The amendment is already guaranteed and will be executed next year.

@codontpmmg",0.9854,,0.0
Mathews Luķķas Phellype,lukkas_phellype,,2022-12-01 14:13:53 EST,2022-12-01,14:13:53,Photo,20,11,9,0,False,https://www.instagram.com/p/Clovvwbvveh/,https://www.instagram.com/p/Clovvwbvveh/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/317566386_856672832320403_5888797018873507755_n.webp?stp=dst-jpg&_nc_cat=104&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=T6aD7VVE58gAX_cYwQN&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfDG3kcub4NLAoqdyEULcBl4CCdGOeCCMn4TzVmFln9aIQ&oe=64963F3A,,"27 Years' 
🎊🎊🎊🎊

Moisés lançou cajado e o Senhor a transformou em cobra, os feiticeiros fizeram a mesma coisa!

Em uma tragada' a cobra do Senhor acabou com a farra toda.

E voltou a ser um Cajado'

Nas Mãos do Homem do Senhor!

#parabénspramim 👏🏻👏🏻👏🏻 #parabéns #dezembro #dia1 #escriturassagradas",,,,-1.9,"27 years'
🎊🎊🎊🎊

Moses threw a staff and the Lord turned it into a snake, the wizards did the same thing!

In a swallow of the Lord's snake ended up with the whole spree.

And it was a staff again '

In the hands of the man of the Lord!

#congratulationspramim 👏🏻👏🏻👏🏻 #Congratulations #Densembro #Dia1 #Eskassagradas",0.6688,Nan,0.0
Jose Vasconcelos Viana,josevasconcelosviana,,2022-12-01 11:29:15 EST,2022-12-01,11:29:15,Photo,"1,160",804,356,0,False,https://www.instagram.com/p/Cloc5-Gu6SN/,https://www.instagram.com/p/Cloc5-Gu6SN/,,,"EU APOIO, E VOCÊ?
.
.
.
.
.

.
.

.
.
.
#alexandredemoraes #Moraes #Alexandre #urnaseletronicaséfraude #manifestações #grevedoscaminhoneiros #allandossantos #foraxandão #Lula #Bolsonaro #copadomundo #Haddad #pauloguedes",ENQUETE VOCÊ É FAVORÁVEL A IMPEACHMENT DE MINISTROS DO STF? PORTAL JVV NOTÍCIAS SIGA @JVVNEWS NAS REDES SOCIAIS. ACESSE WWW.JVVNEWS.COM.BR,,,3.77,"I support, and you?
.
.
.
.
.

.
.

.
.
.
#AlexandreDeMoraes #moraes #Alexandre #UrnaSelectronicséFraude #Manifestations #GrevedCaminhoes #Alladossantos #Foraxandão #Lula #Bolsonaro #copadomundo #haddad #Pauloges",0.4019,,0.0
André da Maria Gorda,andremariagorda,365288.0,2022-12-01 10:08:04 EST,2022-12-01,10:08:04,Photo,72,65,7,0,False,https://www.instagram.com/p/CloTnVSLDji/,https://www.instagram.com/p/CloTnVSLDji/,https://scontent-fco2-1.cdninstagram.com/v/t51.29350-15/317372972_1537426066774763_3716488497783062863_n.jpg?_nc_cat=100&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=dfQB1Qc-R8gAX8uzvy3&_nc_ht=scontent-fco2-1.cdninstagram.com&oh=00_AfB7iAoZZBhRSET6cMwN0zpeAoVHDZQfU31SBIp1L4Gigg&oe=646527BC,,"PAGUE 4 E LEVE 5 🍻🇧🇷
Na compra de um balde com 4 cervejas a 5ª sai de graça! (Itaipava 100% puro mate, Itaipava pilsen ou Petra de 600ml)
E pra essa promo ficar ainda mais top, durante todo o jogo Brasil 🇧🇷 x Sérvia 🇷🇸 você ganha CALDINHO DE FEIJOADA DE GRAÇA 🇧🇷🏆🍺",,,,1.22,"Pay 4 and take 5 🍻🇧🇷
When buying a bucket with 4 beers the 5th comes out for free!(Itaipava 100% Pure Mate, Itaipava Pilsen or Petra of 600ml)
And for this promo to be even more top, throughout the game Brazil 🇧🇷 x Serbia 🇷🇸 You get the feijoada broth for free 🇧🇷🏆🍺",0.6468,Nan,0.0
SARGENTO RODRIGUES,sargentorodriguesoficial,22548.0,2022-12-01 09:38:28 EST,2022-12-01,09:38:28,Photo,338,326,12,0,False,https://www.instagram.com/p/CloQOgsLsQT/,https://www.instagram.com/p/CloQOgsLsQT/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/317564429_1188450598438745_4679493917403771424_n.jpg?_nc_cat=104&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=EgW8i_vi1awAX8K2LjM&_nc_oc=AQkXV3RFgijjMw9k4om5m5ezgW8TVNQK5aMXx5ESMN8yveS12HNazMzzDXf_BZpupjA&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfDM8z9RrzOjK7Y2WvY0YZy5-sgmoKUTpId9Gto8_DXQ9Q&oe=63C1CEE0,,"#tbt de 1992, de 30 anos atrás, quando eu servia ao Batalhão ROTAM, e combatia a criminalidade. A bandidagem tremia quando via a ""barca"" chegando. 

⚡️AQUI NÃO SE CULTUAM OS FRACOS⚡️",,,,1.16,"#TBT 1992, 30 years ago, when I served the Rotam Battalion, and fought crime.The banditry was shaking when I saw the ""barge"" coming.

⚡️Akay, the weak ones are not worshiped",-0.826,Nan,0.0
WESLEY ROS,wesleyros,270471.0,2022-12-01 09:04:37 EST,2022-12-01,09:04:37,Photo,"1,937",1897,40,0,False,https://www.instagram.com/p/CloMWn4N3Pd/,https://www.instagram.com/p/CloMWn4N3Pd/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/317498151_178353188195899_7857093487959287015_n.jpg?_nc_cat=108&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=xywIx0TOC_sAX8Qktum&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfCrNNFk5fgQhtpQ3_dSU69idgyhAjyKa5ZfbkBhP3qgSA&oe=6497A91C,,Pronto… daqui a pouco estarei na frente da ONU aqui em Genebra com os patriotas que moram aqui na Suíça 🇨🇭…já peguei minha camisa “contra o socialismo no Brasil” 🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷,BRÉSILIENS EN SUISSE CONTRE LE SOCIALISME AU BRESIL,,,-1.91,Okay… In a moment I will be in front of the UN here in Geneva with the patriots who live here in Switzerland 🇨🇭… I already got my shirt “against socialism in Brazil” 🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷,0.0,Brésiliens in Suisse Contre le socialism au bresil,0.0
Jose Vasconcelos Viana,josevasconcelosviana,,2022-11-30 16:41:14 EST,2022-11-30,16:41:14,Photo,275,266,9,0,False,https://www.instagram.com/p/Clmb0FDJ3BU/,https://www.instagram.com/p/Clmb0FDJ3BU/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/317374563_860583518458090_3509114874821729535_n.webp?stp=dst-jpg&_nc_cat=102&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=VEk5AT8QwAYAX8S-PVP&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfDcf_HS6srGmrj5ULGXy82d6BS-sHSIt-FCLx2OQN8XUQ&oe=63C0D2B6,,"FOMOS ROUBADOS!
.
.
.
.
.
.
.
.
.
.
.
.
.
#alexandredemoraes #Moraes #Alexandre #urnaseletronicaséfraude #manifestações #grevedoscaminhoneiros #allandossantos #foraxandão #Lula #Bolsonaro #copadomundo","""RADIOLÃO"" CAMPANHA DE BOLSONARO TEVE PREJUÍZO DE QUASE 38 MILHÕES, AFIRMA FÁBIO WAJNGARTEN PORTAL JVV NOTÍCIAS SIGA @JVVNEWS NAS REDES SOCIAIS. ACESSE WWW.JVVNEWS.COM.BR",,,-1.12,"We were stolen!
.
.
.
.
.
.
.
.
.
.
.
.
.
#Alexandral #moraes #Alexandre #Urnaaselectronicséfraude #Manifestations #GrevedCaminhoes #Alladossantos #Foraxandão #Lula #Bolsonaro #copadomundo",-0.5411,,0.0
Alan Diego Rodrigues,alandiego.rodrigues.3720,,2022-11-30 13:05:30 EST,2022-11-30,13:05:30,Video,11,5,6,785,False,https://www.instagram.com/tv/ClmDGChI0kK/,https://www.instagram.com/tv/ClmDGChI0kK/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/317580308_518068850342005_4154212568214201155_n.jpg?_nc_cat=104&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=2bciYWsfV30AX8jkYvK&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfDwC8qRvNY0mgw5YPGRa77dbClMO4msS8trLy5U-Y5wQQ&oe=64963B7A,,Senado Federal,,,,-1.55,federal Senate,0.0,,0.0
SARGENTO RODRIGUES,sargentorodriguesoficial,22534.0,2022-11-30 09:11:57 EST,2022-11-30,09:11:57,Photo,169,161,8,0,False,https://www.instagram.com/p/ClloZd9LTKG/,https://www.instagram.com/p/ClloZd9LTKG/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/317691538_531766555492837_2804986703378632961_n.jpg?_nc_cat=101&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=ninzx2SzxGQAX9h9mSB&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfAJSTocDlwmIAZ2G2saVsSfiT3j5HwYjK65PJPKvDW0Ww&oe=63BE8FD7,,"De qual lado estão os ministros do STF? Da sociedade ordeira ou dos criminosos?

Decisões do Supremo Tribunal Federal (STF) que restringiram operações das forças de segurança nas favelas do Rio de Janeiro não apenas têm contribuído para o fortalecimento e a expansão dos territórios dominados por facções criminosas no estado, principalmente pela instalação de centenas de novas barricadas para impedir o avanço de viaturas, mas também aumentado a frequência dos treinamentos com táticas de guerrilha feitos pelos traficantes.

Fonte: @gazetadopovo",GAZETA DO POVO Medidas impostas pelo STF Restrições a operações policiais intensificam treinamento tático de traficantes no RJ Por Gabriel Sestrem 27/11/2022 22:15 Û roupas,,,-1.67,"Which side are the STF ministers on?Of the order or criminals?

Federal Supreme Court (STF) decisions that have restricted operations of security forces in Rio de Janeiro favelas not only contributed to the strengthening and expansion of territories dominated by criminal factions in the state, mainly for the installation of hundreds of new barricades to preventThe advance of vehicles, but also increased the frequency of training with guerrilla tactics made by traffickers.

Source: @gazetadopovo",0.168,Gazeta do Povo Measures imposed by the STF Restrictions on police operations intensify tactical training of traffickers in RJ by Gabriel Sestrem 11/27/2022 22:15,-0.0772
Gilson da Autoescola,gilsondaautoescola,,2022-11-30 09:06:49 EST,2022-11-30,09:06:49,Album,306,248,58,0,False,https://www.instagram.com/p/CllnzxgL09H/,https://www.instagram.com/p/CllnzxgL09H/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/317478006_2151023975108245_4091543698779512191_n.webp?stp=dst-jpg&_nc_cat=100&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=8rxYV5SX2YQAX9SmEid&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfA6HfY2UnIz5lEEXQqbSjqstwxQLYJSm4LYFNCe9uOyhw&oe=6494861A,,"Junto ao Vereador Gilson Autoescola, realizamos um grande encontro ontem a noite, para tratar sobre pavimentação asfálticas no bairro Duque de Caxias. 

Estamos ansiosos para iniciar o projeto após período chuvoso.

#avantebetim #betim #cidadedobem #bairroduquedecaxias #vereadorgilsondaautoescola",,,,5.46,"Next to Councilman Gilson Autoescola, we held a great meeting last night to deal with asphalt pavement in the Duque de Caxias neighborhood.

We look forward to start the project after a rainy season.

#Avantimmim #Betim #CidadeDeBem #Bair ProduquedeCaxias",0.5859,,0.0
Leandro Alves,leandro__consultor_de_imoveis,,2022-11-29 21:31:11 EST,2022-11-29,21:31:11,Photo,0,0,0,0,False,https://www.instagram.com/p/ClkYM1rOBoJ/,https://www.instagram.com/p/ClkYM1rOBoJ/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/317417117_1665782793819444_3036664667600541803_n.webp?stp=dst-jpg&_nc_cat=102&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=EIU6EIfYD4kAX-4V5wR&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfCu66qykRu4BVN027VfYGqhJyPrSoH-3IieQqIQ0tNCYA&oe=648CF825,,,,,,-392.0,Nan,0.0,Nan,0.0
Jose Vasconcelos Viana,josevasconcelosviana,,2022-11-29 18:20:00 EST,2022-11-29,18:20:00,Photo,203,152,51,0,False,https://www.instagram.com/p/ClkCUmQMB3e/,https://www.instagram.com/p/ClkCUmQMB3e/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/317291642_447013040931312_14688129408281270_n.webp?stp=dst-jpg&_nc_cat=107&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=mcHevstdZNwAX-k9mVD&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfB5BYNDo-oYe3wv_iraQ3k5rPrBSacXumJv0ff965XREg&oe=63C08A97,,"ABSURDO!
.
.
.
.
.
.
.
.
.
.
.
.
..
.
.
#alexandredemoraes #Moraes #Alexandre #urnaseletronicaséfraude #manifestações #grevedoscaminhoneiros #allandossantos #foraxandão #Lula #Bolsonaro #copadomundo #Lula #tse #diplomacia","GOVERNO ""ELEITO"" ALEXANDRE DE MORAES ATENDE PEDIDO DE LULA E ANTECIPA PARA DIA 12/12 A DIPLOMAÇÃO DO PETISTA PORTAL JVV NOTÍCIAS SIGA @JVVNEWS NAS REDES SOCIAIS. ACESSE WWW.JVVNEWS.COM.BR",,,-1.52,"ABSURD!
.
.
.
.
.
.
.
.
.
.
.
.
..
.
.
#AlexandreDeMoraes #moraes #Alexandre #Urnaaselectronicséfraude #Manifestations #GrevedCaminhoes #Alladossantos #Foraxandão #Lula #Bolsonaro #copadomundo #Lula #tse #diplomacia",0.0,"Government ""elected"" Alexandre de Moraes answers Lula's request and anticipates on 12/12 the diploma of Petista Portal JVV News Siga @jvvNews on social networks.Visit www.jvvnews.com.br",0.0
🔹𝓟𝓻. 𝓣𝓱𝓲𝓪𝓰𝓸 𝓑𝓮𝔃𝓮𝓻𝓻𝓪,ofc.thiago_pr,105766.0,2022-11-29 18:01:43 EST,2022-11-29,18:01:43,Video,550,535,15,5707,False,https://www.instagram.com/tv/ClkAM5sJwpg/,https://www.instagram.com/tv/ClkAM5sJwpg/,https://scontent-sjc3-1.cdninstagram.com/v/t51.29350-15/317329527_814490663161774_4551960355039950048_n.jpg?_nc_cat=106&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=6fjcKU8-vhoAX9D910S&_nc_ht=scontent-sjc3-1.cdninstagram.com&oh=00_AfDd5DZC0jchXSHSMlkJCdPCEXj2sYHlDo5rIZeMQ0lW8A&oe=6410D4E9,,"Continuamos firmes e fortes na batalha. 
Deus está conosco.
@pr.thiago_bezerra_ 
@jairmessiasbolsonaro 
@carlosbolsonaro",,,,4.44,"We remain firm and strong in battle.
God is with us.
@pr.thiago_bezerra_
@jairmessiasbolsonaro
@carlosbolsonaro",0.4215,,0.0
André da Maria Gorda,andremariagorda,365349.0,2022-11-29 17:13:42 EST,2022-11-29,17:13:42,Photo,45,44,1,0,False,https://www.instagram.com/p/Clj6vC7vO9J/,https://www.instagram.com/p/Clj6vC7vO9J/,https://scontent-fco2-1.cdninstagram.com/v/t51.29350-15/317377832_536983968298719_1257761539165206091_n.jpg?_nc_cat=108&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=VfPGIXX-FxgAX9QHx9b&_nc_ht=scontent-fco2-1.cdninstagram.com&oh=00_AfDt0Ub-FwjWrbaxdVGm_P_kj84HalnlRWQoW9FwzWUhog&oe=6465198F,,Terça feira de muitas promoções na @feijoadadamariagorda 🍕,,,,-1.31,Tuesday of many promotions at @feijoadaDamariagorda 🍕,0.0,Nan,0.0
Jose Vasconcelos Viana,josevasconcelosviana,,2022-11-29 08:46:34 EST,2022-11-29,08:46:34,Photo,149,95,54,0,False,https://www.instagram.com/p/CljAstGuK0q/,https://www.instagram.com/p/CljAstGuK0q/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/317296355_1157705261805790_1410906322384738644_n.webp?stp=dst-jpg&_nc_cat=110&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=AEv_x8mZ8PsAX_cGUaN&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfAepzpZj7H90WGa-rC4JALlPxb_df-jm9hiktTEVpMzkw&oe=63C02A8C,,"FAZ O L! O PIOR PREFEITO DE SÃO PAULO VAI DIRIGIR A ECONOMIA DO BRASIL!
.
.
.
.
.
.
.
.
.
.
.
.

.
.
.
#alexandredemoraes #Moraes #Alexandre #urnaseletronicaséfraude #manifestações #grevedoscaminhoneiros #allandossantos #foraxandão #Lula #Bolsonaro #copadomundo","ECONOMIA FAVORITO DE LULA PARA ASSUMIR A ECONOMIA, HADDAD DEVE SER ANUNCIADO NA PRÓXIMA SEMANA PORTAL JVV NOTÍCIAS SIGA @JVVNEWS NAS REDES SOCIAIS. ACESSE WWW.JVVNEWS.COM.BR",,,-2.07,"Do the L!The worst mayor of São Paulo will direct Brazil's economy!
.
.
.
.
.
.
.
.
.
.
.
.

.
.
.
#Alexandral #moraes #Alexandre #Urnaaselectronicséfraude #Manifestations #GrevedCaminhoes #Alladossantos #Foraxandão #Lula #Bolsonaro #copadomundo",-0.6892,"Lula's favorite economy to take over the economy, Haddad is expected to be announced next week JVV News Siga @jvvnews on social networks.Visit www.jvvnews.com.br",0.4588
WESLEY ROS,wesleyros,270443.0,2022-11-29 03:17:52 EST,2022-11-29,03:17:52,Photo,"12,858",12284,574,0,False,https://www.instagram.com/p/ClibFINNY0w/,https://www.instagram.com/p/ClibFINNY0w/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/317235351_130867613128644_9210195614064517830_n.jpg?_nc_cat=106&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=crzVSa6hsSEAX9gcY04&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfD97GjPiuYZBlnoN936opAFdfitW5iBCdSxX1YyXZKI5g&oe=64973CFB,,A ESQUERDAS E SEUS DEMÔNIOS 😡,23 23:59 Neymar tem mais é que quebrar a perna. 00:00 Respeitem o Gilberto Gil. Kkk,,,3.6,The left and its demons 😡,0.0,23 23:59 Neymar has more to break the leg.00:00 Respect Gilberto Gil.Hahaha,0.4767
Mathews Luķķas Phellype,lukkas_phellype,,2022-11-28 14:56:34 EST,2022-11-28,14:56:34,Photo,95,15,80,0,False,https://www.instagram.com/p/ClhGPwMvOka/,https://www.instagram.com/p/ClhGPwMvOka/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/317115136_1172133830060442_1283463188727825595_n.webp?stp=dst-jpg&_nc_cat=100&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=0WJM-NZmEr0AX-MJVwK&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfAKuSZMAcEVJCN0BEuEWdQcAgbkuky_qcwWVacv6MZJKQ&oe=64959BE3,,"O POVO VAI AS RUAS NO MUNDO INTEIRO!
Isto é fato; a Guerra Já Vem
.
.
.
.
.
.
#jesuscristo #vive #viveravida #qatar2022 #Brasil",,,,2.5,"The people go to the streets worldwide!
This is a fact;The war comes
.
.
.
.
.
.
#jesuscristo #vive #viveravida #qatar2022 #brasil",-0.636,,0.0
